"ensembl_gene_id","external_gene_name","gene_biotype","external_gene_source","postip_21c_3.5","postip_21c_1.23","postip_21c_1.9","postip_21s_6.11","postip_21s_3.15","postip_21s_1.23","preip_21c_3.5","preip_21c_1.23","preip_21c_1.9","preip_21s_6.11","preip_21s_3.15","preip_21s_1.23"
"ENSMUSG00000094493","Olfr700","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,2,0,0,0
"ENSMUSG00000094494","Rnu6-ps2","snRNA","MGI Symbol",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000094496","Olfr792","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094497","Gm8210","processed_pseudogene","MGI Symbol",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000094498","Gm10582","pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094499","Vmn2r-ps104","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094500","Smim18","protein_coding","MGI Symbol",705,591,856,221,723,475,146,123,211,300,179,124
"ENSMUSG00000094501","Vmn1r-ps73","unprocessed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094502","Ighv1-69","IG_V_gene","MGI Symbol",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094504","Gm5294","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094505","Ighv8-6","IG_V_gene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094506","Gm26229","miRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094507","Gm21913","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094508","Gm26230","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094509","Ighv14-1","IG_V_gene","MGI Symbol",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000094510","Gm24565","snRNA","MGI Symbol",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094511","Gm21693","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094513","Gm24566","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094514","AC133103.3","protein_coding","Clone-based (Ensembl)",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094515","Gm24567","miRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094516","Gm24568","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094517","Gm9044","processed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094518","Gm6421","processed_pseudogene","MGI Symbol",2,1,0,1,0,0,1,2,5,3,1,6
"ENSMUSG00000094519","Gm9048","processed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094520","Olfr635","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094521","Gm22911","snRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094522","Gm22912","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094523","Gm22913","miRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094524","Gm22909","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094525","Trbv12-2","TR_V_gene","MGI Symbol",3,0,0,0,0,0,0,0,0,1,1,0
"ENSMUSG00000094526","Gm21451","transcribed_unprocessed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094527","Gm22910","snoRNA","MGI Symbol",0,0,2,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094528","Gm22914","miRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094529","Gm21744","unprocessed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094530","Gm21399","processed_pseudogene","MGI Symbol",4,0,3,2,2,1,4,8,8,8,6,4
"ENSMUSG00000094531","Olfr671","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094532","Gm4216","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094533","Ighv11-1","IG_V_gene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094534","Gm20945","processed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000094535","Olfr850","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094537","n-R5s106","rRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094538","Gm25741","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094539","Olfr191","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094540","Astx4c","lincRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094541","Gm24089","rRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094542","Vmn1r149","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094543","Gm8212","protein_coding","MGI Symbol",1,0,0,0,1,0,0,1,0,0,0,0
"ENSMUSG00000094544","Gm9040","processed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094545","Vmn1r101","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094546","Ighv1-26","IG_V_gene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094548","Gm25221","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094550","Gm22393","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094551","Gm22392","snRNA","MGI Symbol",0,0,0,0,0,0,2,1,2,1,8,0
"ENSMUSG00000094552","Ighd3-2","IG_D_gene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094553","Vmn1r50","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094554","Gm22391","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094555","Obox4-ps6","unprocessed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094556","Gm20821","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094557","Rpl35a-ps7","processed_pseudogene","MGI Symbol",4,0,2,0,1,0,1,1,2,0,2,1
"ENSMUSG00000094558","Gm14346","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094558","Gm14346","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094559","Cyp2d34","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094560","Gm16522","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094560","Gm16522","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094561","Ighv1-22","IG_V_gene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094562","Trav13-4-dv7","TR_V_gene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094563","Gm25228","miRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094564","Gm21870","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094565","Gm25229","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094566","Gm12620","processed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094567","Gm25230","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094568","Smarce1-ps1","processed_pseudogene","MGI Symbol",0,2,2,0,1,1,1,2,0,0,2,0
"ENSMUSG00000094569","Trbd2","TR_D_gene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094570","Gm20931","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094570","Gm20931","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094570","Gm20931","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094570","Gm20931","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094571","Gm23551","miRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094572","Gm23550","miRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094573","Gm23549","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094574","Gm15027","unprocessed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094575","Gm20738","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094576","AC087559.5","protein_coding","Clone-based (Ensembl)",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094577","4921511M17Rik","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094577","4921511M17Rik","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094577","4921511M17Rik","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094577","4921511M17Rik","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094577","4921511M17Rik","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094577","4921511M17Rik","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094578","Gm3187","protein_coding","MGI Symbol",1,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000094579","Gm23552","snRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094581","Gm26365","snoRNA","MGI Symbol",0,0,0,0,0,0,1,0,2,0,0,0
"ENSMUSG00000094582","Gm7736","unprocessed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094584","Ms4a18","protein_coding","MGI Symbol",3,0,23,1,0,0,0,0,0,1,0,1
"ENSMUSG00000094585","Gm26367","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094586","Vmn1r41","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094587","Gm26366","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094588","Olfr898","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000094589","Vmn1r118","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094590","Gm10251","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094592","Gm15140","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094593","Gm24744","miRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094594","Tpd52-ps","pseudogene","MGI Symbol",0,0,0,1,1,0,0,4,1,0,3,1
"ENSMUSG00000094595","Fsbp","protein_coding","MGI Symbol",1,0,0,0,0,1,5,1,0,5,4,0
"ENSMUSG00000094596","Gm10921","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094596","Gm10921","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094597","Gm4810","processed_pseudogene","MGI Symbol",0,1,1,0,0,0,0,1,0,0,0,0
"ENSMUSG00000094598","Gm24694","miRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094599","Gm24742","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094600","Vmn1r217","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094601","Gm5926","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094602","Vmn1r169","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094603","Gm25872","miRNA","MGI Symbol",0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000094604","Gm25874","snoRNA","MGI Symbol",1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094605","Gm25873","snRNA","MGI Symbol",0,0,0,0,0,0,0,1,0,0,3,0
"ENSMUSG00000094606","Vmn2r50","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000094607","Trav12d-3","TR_V_gene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094608","Gm25871","miRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094609","Gm25870","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094610","Gm23076","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094612","Olfr491","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094613","A630076J17Rik","protein_coding","MGI Symbol",12,0,0,1,0,0,0,0,0,0,0,3
"ENSMUSG00000094614","Gm21769","pseudogene","MGI Symbol",0,0,2,2,0,4,2,2,3,1,1,4
"ENSMUSG00000094615","Gm4899","processed_pseudogene","MGI Symbol",0,1,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000094616","Gm20888","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094618","Gm13271","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094619","Trav14d-3-dv8","TR_V_gene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094620","Cldn34c3","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094620","Cldn34c3","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094621","CAAA01098150.1","miRNA","Clone-based (Ensembl)",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094622","Gm3055","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094623","Gm21737","unprocessed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094624","Gm4836","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094625","Gm22524","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094626","Cecr6","protein_coding","MGI Symbol",21,2,7,31,69,77,80,72,57,81,78,66
"ENSMUSG00000094627","Gm10182","processed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000094628","Gm3252","protein_coding","MGI Symbol",1,0,1,2,5,6,4,6,1,4,11,6
"ENSMUSG00000094630","n-R5s92","rRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094631","Gm24220","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094632","Gm10310","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094634","Gm3468","protein_coding","MGI Symbol",19,7,6,1,15,7,5,5,2,2,5,4
"ENSMUSG00000094635","Gm7104","protein_coding","MGI Symbol",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000094636","Gm24219","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094637","Vmn1r204","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094638","Gm21972","protein_coding","MGI Symbol",1,1,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000094639","Gm24218","snRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094641","Gm23694","miRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094642","Gm23696","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094643","Gm8303","processed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094647","Gm21650","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094648","Gm13287","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094648","Gm13287","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094649","Gm7102","protein_coding","MGI Symbol",0,0,0,0,1,0,0,0,0,0,0,0
"ENSMUSG00000094650","Gm25361","miRNA","MGI Symbol",0,0,0,1,0,0,0,0,0,1,0,0
"ENSMUSG00000094651","Gal3st2","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000094652","Ighv1-42","IG_V_gene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094654","Gm25359","rRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094655","Gm25360","snRNA","MGI Symbol",0,0,0,0,21,0,0,2,0,4,3,3
"ENSMUSG00000094656","Gm25358","rRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094657","n-R5s142","rRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094658","Rbmy","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094658","Rbmy","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094658","Rbmy","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094658","Rbmy","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094659","Mir466c-2","miRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094660","Gm21394","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094661","Scya19","protein_coding","UniProtKB Gene Name",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094662","Gm21498","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094663","Gm25626","snRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094664","Rpl35a-ps6","processed_pseudogene","MGI Symbol",0,0,2,0,1,0,0,0,1,0,0,0
"ENSMUSG00000094665","Gm24873","snRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094667","Gm24872","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094668","Gm24871","snRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094669","Olfr441","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094670","Gm22006","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094672","Vmn2r25","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094673","Olfr1354","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094675","Astx4b","lincRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094676","Gm10105","processed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094677","Gm22008","miRNA","MGI Symbol",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000094678","Olfr857","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094679","Gm21721","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094680","Vmn1r121","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094681","Gm25740","snRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094682","Gm6902","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094682","Gm6902","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094683","Ap3m1-ps","pseudogene","MGI Symbol",3,5,4,0,4,1,3,3,1,4,1,2
"ENSMUSG00000094684","Gm16456","unprocessed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094685","Gm5900","protein_coding","MGI Symbol",11,4,7,3,16,14,2,5,1,3,5,11
"ENSMUSG00000094686","Ccl21a","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094686","Ccl21a","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094687","Defa25","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094688","Mir467a-7","miRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094689","Ighv1-81","IG_V_gene","MGI Symbol",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094690","1600014C23Rik","protein_coding","MGI Symbol",0,0,0,0,0,0,0,1,0,11,1,5
"ENSMUSG00000094691","Gm22908","miRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094692","Olfr738","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094693","Gm4726","processed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094694","Ighv1-9","IG_V_gene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094695","Gm21953","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094695","Gm21953","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094695","Gm21953","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094696","Gm6632","processed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094697","Gm10476","unprocessed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094698","Gm14596","unprocessed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094699","Gm28637","unprocessed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094700","Vmn1r158","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094701","Olfr916","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094702","Gm24485","miRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094703","Gm24486","snRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094704","Gm24487","snRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094706","Gm10338","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094707","A830019P07Rik","lincRNA","MGI Symbol",7,0,2,0,0,2,7,1,1,1,5,1
"ENSMUSG00000094708","Gm10359","processed_pseudogene","MGI Symbol",3,5,5,2,3,1,6,5,11,1,1,2
"ENSMUSG00000094709","Gm24488","miRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094710","Gm22823","snRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094712","Gm15099","antisense","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094713","Gm22822","snRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094714","Gm16430","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094714","Gm16430","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094714","Gm16430","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094714","Gm16430","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094715","Gm17078","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094717","Gm22821","snRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094718","Gm22825","miRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094719","Gm5108","protein_coding","MGI Symbol",0,0,23,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094720","n-R5s100","rRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094721","Olfr1462","protein_coding","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094722","AC125178.1","protein_coding","Clone-based (Ensembl)",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094722","AC125178.1","protein_coding","Clone-based (Ensembl)",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094722","AC125178.1","protein_coding","Clone-based (Ensembl)",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094722","AC125178.1","protein_coding","Clone-based (Ensembl)",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094722","AC125178.1","protein_coding","Clone-based (Ensembl)",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094723","Gm23356","snoRNA","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094724","Rnaset2b","protein_coding","MGI Symbol",5,3,7,1,18,5,10,5,5,9,2,3
"ENSMUSG00000094725","Gm15251","processed_pseudogene","MGI Symbol",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000094726","Gm23355","snRNA","MGI Symbol",0,0,0,0,0,0,1,0,1,0,0,0
