#id	symbol	day0	day4	day5	day6
ENSMUSG00000085459	Gm12272	0	0	0	0
ENSMUSG00000085460	4833422M21Rik	0.0807	0.0185	0.0372	0.0409
ENSMUSG00000085461	Gm16954	0.0122	0.0484	0.0962	0.071
ENSMUSG00000085462	5031434O11Rik	0.0132	0.1593	0.0856	0.2481
ENSMUSG00000085463	9430024E24Rik	0	0	0.0553	0
ENSMUSG00000085464	Gm16208	0	0	0	0
ENSMUSG00000085465	Gm15347	0	0	0	0
ENSMUSG00000085466	Hmgn2l6	0	0	0	0
ENSMUSG00000085467	Gm11842	0	0	0	0
ENSMUSG00000085468	Gm15343	0	0	0	0
ENSMUSG00000085469	Gm14242	0	0	0	0
ENSMUSG00000085470	1700012C14Rik	0.1792	0	0	0.0976
ENSMUSG00000085471	4933423P22Rik	0	0	0	0.0056
ENSMUSG00000085472	Gm15691	0	0	0	0
ENSMUSG00000085473	Gm16686	0.1631	0	0	0
ENSMUSG00000085476	Gm12162	0	0	0	0
ENSMUSG00000085477	Gm13335	0.1145	0	0	0
ENSMUSG00000085478	Gm11851	0	0	0	0
ENSMUSG00000085479	9430073C21Rik	0	0	0	0
ENSMUSG00000085480	4930432B10Rik	0.0922	0.107	0.0751	0.111
ENSMUSG00000085481	Gm16304	0	0	0	0
ENSMUSG00000085482	A230083N12Rik	0.2381	0.303	0.1022	0.3015
ENSMUSG00000085483	Gm14198	0	0	0	0
ENSMUSG00000085484	Gm13539	0	0	0	0
ENSMUSG00000085485	Gm14024	0.6226	0	0	0
ENSMUSG00000085486	Gm11634	0	0	0	0
ENSMUSG00000085487	Gm15654	0	0	0	0
ENSMUSG00000085488	4930557F10Rik	0	0.0742	0.0745	0
ENSMUSG00000085489	Gm3669	0	0	0	0
ENSMUSG00000085490	4930526L06Rik	0.3053	0	0	0.0894
ENSMUSG00000085491	4930527E20Rik	0	0	0	0
ENSMUSG00000085492	Trmt61b	1.8213	2.6875	2.5999	2.6337
ENSMUSG00000085493	Gm15469	0	0	0	0
ENSMUSG00000085494	3110045C21Rik	0.3278	0.8315	0.1568	0.1168
ENSMUSG00000085495	Gm16796	0	0.0122	0	0.0603
ENSMUSG00000085496	4930517E11Rik	0	0	0	0
ENSMUSG00000085497	Gm15985	0	0	0	0
ENSMUSG00000085498	Gm14023	0.0812	0.0575	0.0297	0.0435
ENSMUSG00000085499	Gm15713	0	0	0	0
ENSMUSG00000085500	Gm16976	0	0.0279	0	0.0587
ENSMUSG00000085501	Gm11772	0	0.5605	0.5984	0.1573
ENSMUSG00000085502	Gm12320	0.0175	0	0	0
ENSMUSG00000085504	Gm14055	0	0	0	0
ENSMUSG00000085505	Gm12868	0	0	0	0
ENSMUSG00000085506	Gm16977	0	0	0.0742	0.1724
ENSMUSG00000085507	Gm2709	0	0	0	0
ENSMUSG00000085508	Gm13965	0	0	0	0
ENSMUSG00000085509	Gm11521	0	0	0	0
ENSMUSG00000085510	Gm12082	0	0.1904	0.1848	0.5539
ENSMUSG00000085511	Gm11738	0.0107	0.0402	0.1347	0.2961
ENSMUSG00000085512	Gm11958	0	0	0	0
ENSMUSG00000085513	Gm16363	0.3108	0	0	0
ENSMUSG00000085514	9530048J24Rik	0	0	0	0
ENSMUSG00000085515	C630028M04Rik	0	0	0	0
ENSMUSG00000085516	4930538E20Rik	0	0	0	0
ENSMUSG00000085517	Gm12963	0	0	0	0
ENSMUSG00000085518	Gm16360	0	0	0	0
ENSMUSG00000085519	Gm13703	0	0	0	0
ENSMUSG00000085520	Gm16871	0.0179	0	0.0185	0.0411
ENSMUSG00000085521	4930526A20Rik	0.4644	0	0.0811	0.1753
ENSMUSG00000085522	4930556G01Rik	0	0	0	0
ENSMUSG00000085523	Gm15945	0	0	0.0553	0.083
ENSMUSG00000085524	Gm14224	0.0243	0	0	0
ENSMUSG00000085525	Gm13166	35.8128	7.4128	3.8697	1.4528
ENSMUSG00000085526	Gm16083	0.0716	0	0.0844	0.2178
ENSMUSG00000085527	Gm15535	0.027	0.0275	0.159	0.1209
ENSMUSG00000085528	4930401O10Rik	0	0	0	0
ENSMUSG00000085529	Gm15865	0	0	0	0
ENSMUSG00000085530	Gm13901	0	0	0	0
ENSMUSG00000085531	Gm12233	0	0	0	0
ENSMUSG00000085532	B430319H21Rik	0	0	0	0
ENSMUSG00000085533	Gm12146	0	0	0	0
ENSMUSG00000085534	Gm2117	0	0	0	0
ENSMUSG00000085535	Gm16719	0.2635	0.0341	0.1864	0.1401
ENSMUSG00000085536	Gm14950	0	0	0	0
ENSMUSG00000085537	Astx4c	0	0	0	0
ENSMUSG00000085538	Gm11455	0.3452	0.4523	0	0.0672
ENSMUSG00000085539	Gm15561	0	0	0	0.0716
ENSMUSG00000085540	Gm16036	0	0	0	0
ENSMUSG00000085541	Gm16010	0.0047	0.6062	2.9571	0.2707
ENSMUSG00000085542	1700037C06Rik	0	0	0	0.0438
ENSMUSG00000085543	Gm13568	0.0968	0.1825	0	0.1293
ENSMUSG00000085544	A930024N18Rik	0.0233	0.0439	0.0899	0.0977
ENSMUSG00000085545	Gm13553	0	0	0	0.0155
ENSMUSG00000085546	Gm14252	0	0	0	0
ENSMUSG00000085547	Gm13767	0	0	0	0
ENSMUSG00000085548	Gm11753	0	0	0	0.118
ENSMUSG00000085549	1700047F07Rik	0	0	0	0
ENSMUSG00000085550	Gm15658	0	0	0	0
ENSMUSG00000085551	1810063I02Rik	0.2589	0	0	0
ENSMUSG00000085552	Gm15278	0	0	0	0
ENSMUSG00000085553	Gm14808	0	0	0	0
ENSMUSG00000085554	AI854517	0.0838	0.1466	0.2586	0.1768
ENSMUSG00000085555	2610035F20Rik	0.0641	0.0599	0.0368	0.0286
ENSMUSG00000085556	Gm15020	0	0	0	0
ENSMUSG00000085557	Gm16600	0	0	0	0
ENSMUSG00000085558	4930412C18Rik	0.069	0.1323	0.1043	0.0537
ENSMUSG00000085559	Gm11959	0	0	0	0
ENSMUSG00000085560	C230038L03Rik	0	0.0196	0.0197	0.0857
ENSMUSG00000085561	1700046C09Rik	0	0	0	0
ENSMUSG00000085562	2610028E06Rik	0.0125	0.028	0.54	0.4482
ENSMUSG00000085563	2210411M09Rik	0	0	0	0
ENSMUSG00000085564	Gm12198	0.0425	0.0208	0	0.0453
ENSMUSG00000085565	Gm15721	0.0255	0	0	0
ENSMUSG00000085566	A730017L22Rik	0.2537	1.3222	1.5352	1.8576
ENSMUSG00000085568	Gm14858	0.0396	0	0.0712	0.0551
ENSMUSG00000085569	Gm12602	0.0592	0.1736	0	0
ENSMUSG00000085571	Wscd2	0	0	8.4693	6.8184
ENSMUSG00000085572	Gm16234	0	0	0	0
ENSMUSG00000085573	Gm15418	0	0	0	0
ENSMUSG00000085574	Gm13053	0	0	0	0
ENSMUSG00000085575	Gm15485	0	0	0	0
ENSMUSG00000085576	Dpy19l2	0.0062	0	0	0.0197
ENSMUSG00000085577	Mageb6-ps	0.019	0	0	0
ENSMUSG00000085578	Gm11527	0.0477	0.2686	0.0825	0.2517
ENSMUSG00000085579	Gm12066	0	0	0	0
ENSMUSG00000085580	1700061F12Rik	0	0	0	0
ENSMUSG00000085581	Gm12786	0	0	0	0
ENSMUSG00000085582	3110099E03Rik	0	0	0.0172	0.1435
ENSMUSG00000085583	Gm15676	0.5127	1.1807	0.51	0.3615
ENSMUSG00000085584	Rgag1	0	0	0.1007	0.0893
ENSMUSG00000085585	Gm12223	0	0	0	0
ENSMUSG00000085586	Gm11613	0.2303	0.113	0.0848	0.178
ENSMUSG00000085587	Gm14493	0	0	0	0.0905
ENSMUSG00000085588	3110004A20Rik	0	0	0	0
ENSMUSG00000085589	A430078I02Rik	1.0345	0.1665	0.2777	0.2715
ENSMUSG00000085590	Gm13789	0.0709	0	0	0
ENSMUSG00000085591	Gm13479	0	0.2774	0.1457	0.0618
ENSMUSG00000085592	Gm16321	0	0	0	0.1223
ENSMUSG00000085593	4930589P08Rik	0	0	0	0
ENSMUSG00000085594	Gm11551	0	0	0	0
ENSMUSG00000085595	Gm16090	0	0	0	0
ENSMUSG00000085596	Gm11476	0.0296	0	0	0
ENSMUSG00000085597	4932441J04Rik	0	0	0.1155	0.1784
ENSMUSG00000085598	Gm14715	0	0	0	0
ENSMUSG00000085599	Gm13449	0	0	0	0
ENSMUSG00000085600	E330012B07Rik	0	0	0	0
ENSMUSG00000085601	Gm4969	0.1244	0.032	0	0
ENSMUSG00000085602	1500002F19Rik	0.0919	0.0441	0	0.0314
ENSMUSG00000085603	Gm11346	0.0401	0.1207	0.2144	0.1845
ENSMUSG00000085604	Gm11547	0	0	0	0
ENSMUSG00000085605	5033403F01Rik	0.0292	0.0919	0.1529	0.0698
ENSMUSG00000085606	Gm15792	0	0	0	0
ENSMUSG00000085607	Gm16854	0	0	0.0105	0.0082
ENSMUSG00000085608	Gm16354	0	0	0	0
ENSMUSG00000085609	1700016P03Rik	0	0.0892	0	0.1026
ENSMUSG00000085610	Gm14747	0	0	0	0
ENSMUSG00000085611	Ap3s1-ps1	0	0	0.0923	0
ENSMUSG00000085612	Gm15868	0	0	0	0
ENSMUSG00000085613	5730420D15Rik	0.1693	0	0	0.0267
ENSMUSG00000085614	1700123M08Rik	0.3372	0.5206	0.1944	0.3634
ENSMUSG00000085615	A330035P11Rik	0.2876	0.4069	0.7994	0.4695
ENSMUSG00000085616	Gm13850	0	0	0	0
ENSMUSG00000085617	G730013B05Rik	0.6163	0	0	0
ENSMUSG00000085618	Gm11466	0	0	0	0
ENSMUSG00000085619	4930555B12Rik	0	0	0	0
ENSMUSG00000085620	G630018N14Rik	0	0	0	0
ENSMUSG00000085621	4930467K11Rik	0	0	0.0628	0
ENSMUSG00000085622	3110056K07Rik	0.8834	1.2048	1.1192	1.0639
ENSMUSG00000085623	Gm16041	0.0701	0	0	0
ENSMUSG00000085624	Gm14573	0	0	0	0
ENSMUSG00000085625	Gm8813	0.0302	0.1183	0.1149	0.0456
ENSMUSG00000085626	Gm12898	0.0433	0	0	0
ENSMUSG00000085627	Gm11222	0.0566	0	0	0
ENSMUSG00000085628	D630032N06Rik	0.1488	0.1494	0.2154	0.1095
ENSMUSG00000085629	Gm11697	0	0	0	0
ENSMUSG00000085630	Gm11795	0	0	0	0
ENSMUSG00000085631	9630028H03Rik	0	0	0	0
ENSMUSG00000085632	Gm12381	0	0	0	0
ENSMUSG00000085633	4930580A09Rik	0	0.0628	0	0.0951
ENSMUSG00000085634	Gm15290	0.1012	0	0	0
ENSMUSG00000085635	Gm14565	0	0	0	0
ENSMUSG00000085636	Gm11769	0.141	0	0.1253	0.0485
ENSMUSG00000085637	Gm15980	0.1358	0.1302	0	0.295
ENSMUSG00000085638	Gm15521	0	0	0	0
ENSMUSG00000085639	Gm15410	0	0	0	0
ENSMUSG00000085640	Gm14064	0	0	0	0
ENSMUSG00000085641	4930465M20Rik	0	0	0	0
ENSMUSG00000085642	3110053B16Rik	3.896	8.0092	4.3848	4.3732
ENSMUSG00000085643	Gm12519	0	0	0	0
ENSMUSG00000085644	2310015A10Rik	0.3585	0.5125	0.4015	0.5537
ENSMUSG00000085645	0610040B09Rik	0	3.6945	9.9743	2.8885
ENSMUSG00000085646	Gm11493	0	0	0	0
ENSMUSG00000085648	Gm13173	0	0	0	0
ENSMUSG00000085649	A730032A03Rik	0	0	0	0
ENSMUSG00000085650	2310010J17Rik	0.0656	0.4887	0.1163	0.2626
ENSMUSG00000085651	Gm11695	0	0	0	0
ENSMUSG00000085652	Gm11999	0	0	0	0
ENSMUSG00000085653	Gm15179	0.0367	0	0	0
ENSMUSG00000085654	Gm12536	0.357	0	0	0
ENSMUSG00000085655	Gm15952	0	0.3127	0.2075	0.0839
ENSMUSG00000085656	Gm13180	0	0	0	0
ENSMUSG00000085657	Gm15984	0	0	0	0
ENSMUSG00000085658	Gm15704	0	0.0143	0.042	0.0214
ENSMUSG00000085659	Gm12325	0	0	0	0
ENSMUSG00000085660	Gm12434	0	0	0	0
ENSMUSG00000085661	1700034P13Rik	0	0	0	0
ENSMUSG00000085662	Gm16220	0.0833	0	0	0
ENSMUSG00000085663	Gm15718	0.291	0	0.2589	0
ENSMUSG00000085664	4930556N08Rik	0	0	0	0
ENSMUSG00000085665	Gm12059	0.1211	0.144	0.0506	0.1432
ENSMUSG00000085666	Gm9855	2.3054	3.887	8.3902	3.9707
ENSMUSG00000085667	Gm12992	0.0678	0.3969	0.4454	0.1736
ENSMUSG00000085668	Gm13447	0	0	0	0
ENSMUSG00000085669	Gm14817	0.2562	0	0	0
ENSMUSG00000085670	A830052D11Rik	0	0.192	0.3579	0.4851
ENSMUSG00000085671	C330046G13Rik	3.1549	0	0	0
ENSMUSG00000085672	Gm16193	0	0	0	0
ENSMUSG00000085673	Gm16122	0	0	0	0
ENSMUSG00000085674	Gm12845	0	0	0	0
ENSMUSG00000085675	Gm12022	0	0	0	0
ENSMUSG00000085676	4930555O08Rik	0	0	0	0
ENSMUSG00000085677	4930594O21Rik	0.1805	0	0	0
ENSMUSG00000085678	Gm16349	0	0.4422	0	0
ENSMUSG00000085679	Gm16328	0	0	0	0
ENSMUSG00000085680	Gm13327	0	0	0	0
ENSMUSG00000085681	Gm13982	0	0	0	0
ENSMUSG00000085682	Gm14267	0.1452	0.0924	0	0
ENSMUSG00000085683	9130409J20Rik	0	0	0	0
ENSMUSG00000085684	4930469K13Rik	0	0	0	0
ENSMUSG00000085685	Gm15253	0	0	0	0
ENSMUSG00000085686	Gm9498	0	0	0	0
ENSMUSG00000085687	Gm16153	0.005	0.0826	0.0518	0.0382
ENSMUSG00000085688	Gm15395	0	0	0	0
ENSMUSG00000085689	Gm16838	0	0.0481	0	0
ENSMUSG00000085690	Gm12629	0	0	0	0
ENSMUSG00000085691	Gm14216	0	0	0.1369	0
ENSMUSG00000085692	Gm2061	0.0071	0	0.0393	0.0591
ENSMUSG00000085693	Gm13371	0	0	0	0
ENSMUSG00000085694	Gm14967	0	0	0	0
ENSMUSG00000085695	Gm15243	0	0	0	0
ENSMUSG00000085696	2700086A05Rik	0	8.5851	5.6593	3.9704
ENSMUSG00000085698	Gm16022	0.3045	0	0	0
ENSMUSG00000085699	Gm14298	0	0	0	0
ENSMUSG00000085700	Hbb-bh0	0	0	0	0
ENSMUSG00000085701	Gm12968	0.0124	0	0	0
ENSMUSG00000085702	Gm16722	0	0	0	0.0077
ENSMUSG00000085703	Gm16723	0	0	0	0
ENSMUSG00000085704	4921531C22Rik	0.4335	0.6162	1.4527	1.2448
ENSMUSG00000085705	Gm16046	1.3013	0.2299	0.8142	0.1822
ENSMUSG00000085706	Gm9428	0	0	0	0
ENSMUSG00000085707	Gm12212	0	0	0	0
ENSMUSG00000085708	Gm16063	0.0137	0	0	0
ENSMUSG00000085709	Gm14211	0	0	0	0
ENSMUSG00000085710	Gm12676	0	0	0	0
ENSMUSG00000085711	Gm15163	0.0728	0.0892	0	0.022
ENSMUSG00000085712	Gm15124	0	0	0	0
ENSMUSG00000085713	Gm15736	0	0	0	0
ENSMUSG00000085714	Gm13008	0.0563	0	0	0
ENSMUSG00000085715	Tsix	0.8	0.8598	0.1268	0.0183
ENSMUSG00000085716	Gm13388	0	0	0	0
ENSMUSG00000085717	4930546G22Rik	0	0	0	0.0843
ENSMUSG00000085718	Rpl9-ps3	0	0	0	0
ENSMUSG00000085719	4933424L21Rik	0	0	0	0
ENSMUSG00000085720	Gm7854	0	0	0	0
ENSMUSG00000085721	Gm12796	0	0	0	0
ENSMUSG00000085722	Gm4916	0	0	0	0
ENSMUSG00000085723	Gm15915	0.0759	0	0	0
ENSMUSG00000085724	Gm13096	0	0	0.4752	0
ENSMUSG00000085725	Gm15873	0.1683	0	0.1664	0
ENSMUSG00000085726	9630001P10Rik	0	0	0	0.0153
ENSMUSG00000085727	4930471M09Rik	0.1517	0	0.1734	0.1925
ENSMUSG00000085728	Gm14339	0	0	0	0
ENSMUSG00000085730	Gm13307	0	0.2178	0	0
ENSMUSG00000085731	Gm16229	0	0	0	0
ENSMUSG00000085732	Gm4279	0	0	0.0332	0.0618
ENSMUSG00000085733	Gm11641	0.0579	0.3699	0	0
ENSMUSG00000085734	Gm11684	0	0	0	0
ENSMUSG00000085735	4930550G17Rik	0.0763	0	0.0795	0
ENSMUSG00000085736	Gm16682	0.0153	0.1576	0.0909	0.0457
ENSMUSG00000085737	Gm13442	0	0	0	0
ENSMUSG00000085738	Gm12335	0	0	0	0.2006
ENSMUSG00000085739	Gm15862	0	0	0	0.1456
ENSMUSG00000085740	4930505K14Rik	0	0	0	0
ENSMUSG00000085741	5430405H02Rik	0.3694	0.7407	1.1411	1.3309
ENSMUSG00000085742	Gm13536	0	0	0	0
ENSMUSG00000085743	8430419K02Rik	0.0086	0.3899	0.2028	0.747
ENSMUSG00000085744	Gm12259	0	0	0.2212	0
ENSMUSG00000085745	Gm14372	0	0	0	0
ENSMUSG00000085746	4930455B14Rik	0	0	0	0
ENSMUSG00000085747	Gm11194	0	0	0	0
ENSMUSG00000085748	Gm12280	0.023	0	0	0
ENSMUSG00000085749	Gm12843	0	0	0	0.0572
ENSMUSG00000085750	Gm14009	0	0	0	0
ENSMUSG00000085751	Gm15412	0	0	0	0
ENSMUSG00000085753	Gm16131	0	0	0	0
ENSMUSG00000085754	Gm15886	0	0	0	0
ENSMUSG00000085755	Gm13496	0.1554	0.0361	0	0.0249
ENSMUSG00000085756	Gm15279	0	0	0	0
ENSMUSG00000085757	1700019B21Rik	0.0711	0	0	0
ENSMUSG00000085759	1700061E18Rik	0	0	0	0
ENSMUSG00000085760	Gm14302	0	0.1647	0	0
ENSMUSG00000085761	4930455G09Rik	0.1474	0	0.096	0.4293
ENSMUSG00000085762	4930443B20Rik	1.312	1.9954	1.1473	0.563
ENSMUSG00000085763	2700081L22Rik	0.1255	0.1683	0.2473	1.1135
ENSMUSG00000085764	Gm16621	0	0	0	0
ENSMUSG00000085765	Gm12333	0	0	0	0
ENSMUSG00000085766	2810430I11Rik	0.0056	0.0329	0	0
ENSMUSG00000085767	Gm13563	0.5463	1.3094	1.6448	1.9535
ENSMUSG00000085768	Gm13707	0	0	0	0
ENSMUSG00000085769	D230017M19Rik	0.2232	0.3479	0.9197	1.8855
ENSMUSG00000085770	Gm11381	0	0	0	0
ENSMUSG00000085771	C230066G23Rik	0.0978	0.0646	0.0656	0
ENSMUSG00000085772	D630024D03Rik	0	0	0	0
ENSMUSG00000085773	Gm16233	0.3232	0	0	0
ENSMUSG00000085774	Gm13055	0	0	0	0
ENSMUSG00000085775	Gm14364	0	0	0	0
ENSMUSG00000085776	5430402O13Rik	0.0238	0.2938	0	0.0706
ENSMUSG00000085778	Gm16892	0.0117	0.0235	0.0671	0.1184
ENSMUSG00000085779	2310050B05Rik	0	0	0.0125	0
ENSMUSG00000085780	4930509G22Rik	0	0.0182	0.0341	0.1149
ENSMUSG00000085781	Gm15640	0.294	0	0	0
ENSMUSG00000085782	Gm15624	0	0	0	0.2074
ENSMUSG00000085783	Gm9816	0.1292	0.0279	0	0.1006
ENSMUSG00000085784	Gm12158	0	0	0	0
ENSMUSG00000085785	4933425H06Rik	0	0	0	0
ENSMUSG00000085786	Gm15987	0.0244	0	0	0
ENSMUSG00000085787	Gm13092	0.1186	0.3573	0.6349	0
ENSMUSG00000085788	4930470G03Rik	0.0089	0.0181	0.0357	0.0657
ENSMUSG00000085790	Gm12729	0	0	0	0
ENSMUSG00000085791	Rpl30-ps9	0	0.1162	0	0.0947
ENSMUSG00000085792	Gm15414	0	0.171	0	0
ENSMUSG00000085793	Lin52	3.1728	4.1236	3.7414	2.4086
ENSMUSG00000085794	Vax2os1	0.006	0.0976	0.0118	0.026
ENSMUSG00000085795	Zfp703	0.0563	4.8143	1.1473	1.885
ENSMUSG00000085796	4933406D12Rik	0	0	0	0
ENSMUSG00000085797	A530010F05Rik	0	0.0491	0	0
ENSMUSG00000085798	Gm2018	0	0.114	0	0
ENSMUSG00000085799	Gm6963	0	0	0	0
ENSMUSG00000085800	1700066O22Rik	0	0	0	0
ENSMUSG00000085801	1700013N06Rik	0	0	0	0
ENSMUSG00000085802	Gm16059	0.0057	0	0	0
ENSMUSG00000085803	Gm12056	0.1657	0	0	0
ENSMUSG00000085804	Gm12973	0	0	0	0
ENSMUSG00000085805	Gm14145	0	0	0	0
ENSMUSG00000085806	Gm12023	0	0	0	0
ENSMUSG00000085807	Gm13069	0	0	0	0
ENSMUSG00000085808	Gm14718	0	0	0	0
ENSMUSG00000085810	Gm16325	0	0	0.0335	0.059
ENSMUSG00000085811	Gm11669	0.0199	0.0404	0.0077	0.0059
ENSMUSG00000085812	Gm15843	0	0	0	0
ENSMUSG00000085813	Gm15870	0	0	0	0
ENSMUSG00000085814	1810014B01Rik	0.3721	1.055	0.2802	0.1358
ENSMUSG00000085815	Gm13548	0.6541	0.5581	0.2664	0.2389
ENSMUSG00000085816	Gm13052	0	0.455	0.1961	0.0955
ENSMUSG00000085817	Gm12668	0	0	0	0
ENSMUSG00000085818	Gm13267	0	0	0	0
ENSMUSG00000085819	A930028C08Rik	0	0	0	0
ENSMUSG00000085820	4933406K04Rik	0	0	0	0
ENSMUSG00000085821	Astx1b	0	0	0	0
ENSMUSG00000085822	Gm15584	0	0	0	0
ENSMUSG00000085823	Gm13012	0.3906	0	0	0
ENSMUSG00000085824	2410114N07Rik	0.3396	0	0	0
ENSMUSG00000085825	A930038B10Rik	0.0422	0.0136	0.0442	0.0076
ENSMUSG00000085826	Gm15638	0.0065	0	0.0133	0.0099
ENSMUSG00000085827	Gm11290	0	0	0	0
ENSMUSG00000085828	Gm15612	0.0721	0.0858	0.0469	0.0174
ENSMUSG00000085829	Gm4285	0.0751	0.8459	1.236	0.9743
ENSMUSG00000085830	E130003G02Rik	0	0	0	0
ENSMUSG00000085831	1700003G13Rik	0	0	0	0
ENSMUSG00000085832	D430036J16Rik	0	0	0.0706	0
ENSMUSG00000085833	Gm13003	0	0	0	0
ENSMUSG00000085834	Gm15622	0	0	0	0
ENSMUSG00000085835	Gm12707	0	0	0	0
ENSMUSG00000085836	Gm13074	0.0311	0	0	0
ENSMUSG00000085837	4933400F03Rik	0	0.4708	0.7575	0.7813
ENSMUSG00000085838	Gm13706	0	0	0	0
ENSMUSG00000085839	Gm15949	0	0	0	0
ENSMUSG00000085840	Gm11261	0	0	0	0
ENSMUSG00000085841	Gm4954	0	0	0	0
ENSMUSG00000085842	4930448K12Rik	0	0	0	0
ENSMUSG00000085843	A730085A09Rik	0.4785	0.0192	0.1338	0.0426
ENSMUSG00000085844	Gm11690	0	0	0	0
ENSMUSG00000085845	Gm13944	0	0	0	0
ENSMUSG00000085846	Gm15597	0	0	0	0
ENSMUSG00000085847	Gm14540	0	0	0	0
ENSMUSG00000085848	Gm16790	0.0382	0.0385	0	0.1706
ENSMUSG00000085849	A730020E08Rik	0	0	0.1576	0.1697
ENSMUSG00000085850	4833412C05Rik	0	0	0	0
ENSMUSG00000085851	4921518K17Rik	0	0	0	0
ENSMUSG00000085852	Gm13807	0	0	0	0
ENSMUSG00000085853	Gm12167	0	0	0	0
ENSMUSG00000085855	Gm16520	0	0	0	0
ENSMUSG00000085856	Gm12050	0.0406	0	0	0
ENSMUSG00000085857	Gm15392	0	0	0	0
ENSMUSG00000085858	Gm15831	0.1065	0	0	0
ENSMUSG00000085859	D030068K23Rik	0.6124	0.1884	0.0861	0
ENSMUSG00000085860	2410003L11Rik	9.0222	6.4003	2.4327	2.1243
ENSMUSG00000085861	1700016G14Rik	0	0	0	0
ENSMUSG00000085862	Gm13483	0.0384	0.0805	0	0
ENSMUSG00000085863	Gm12801	0	0	0	0
ENSMUSG00000085864	C330019F10Rik	0	0	0	0
ENSMUSG00000085865	Gm15966	0	0.1162	0.5654	0.0861
ENSMUSG00000085866	Gm15218	0	0	0	0
ENSMUSG00000085867	Gm5834	0.0203	0	0	0
ENSMUSG00000085868	Gm13632	0	0	0	0
ENSMUSG00000085869	Gm16079	0.039	0	0	0
ENSMUSG00000085870	Gm12829	0	0	0	0
ENSMUSG00000085871	Gm12698	0	0	0	0
ENSMUSG00000085872	Gm11505	0	0	0	0
ENSMUSG00000085873	Gm12750	0.077	0	0.628	0.1556
ENSMUSG00000085874	Astx2	0	0	0	0
ENSMUSG00000085875	Gm12905	0	0.7341	0.909	1.1137
ENSMUSG00000085876	Gm12409	0.0385	0	0	0
ENSMUSG00000085877	Gm16388	0	0	0	0
ENSMUSG00000085878	Gm12823	0	0	0	0
ENSMUSG00000085879	C430014B12Rik	0.0702	0	0	0
ENSMUSG00000085880	Gm15229	0	0	0	0
ENSMUSG00000085881	Gm15912	0.0504	0	0	0.071
ENSMUSG00000085882	2610507I01Rik	0.017	0.0664	0.1916	0.0239
ENSMUSG00000085883	Gm3848	0	0	0	0
ENSMUSG00000085884	Gm15342	0	0	0	0
ENSMUSG00000085885	Gm11906	0	0	0	0
ENSMUSG00000085886	D030047H15Rik	0.051	0.0661	0.0629	0.0703
ENSMUSG00000085887	Gm11648	0	0	0	0
ENSMUSG00000085888	Gm12224	0	0	0.09	0.0682
ENSMUSG00000085889	1700054M17Rik	0.1244	0	0	0
ENSMUSG00000085890	2010012P19Rik	0.8098	0.2868	0	0.1751
ENSMUSG00000085891	Gm14634	0.0348	0	0.2006	0.1495
ENSMUSG00000085892	Gm15339	0	0	0	0
ENSMUSG00000085893	Gm12091	0.0587	0	0	0
ENSMUSG00000085894	Gm15832	0.6449	1.0896	0.7047	0.6446
ENSMUSG00000085895	Gm12861	0	0	0	0
ENSMUSG00000085896	5330429C05Rik	0.1443	0	0	0
ENSMUSG00000085897	Gm11604	0.1726	0	0	0
ENSMUSG00000085898	Gm6689	0	0	0	0
ENSMUSG00000085899	Gm15338	0	0.0791	0	0
ENSMUSG00000085900	A930041C12Rik	0	0	0	0
ENSMUSG00000085901	AI115009	0	0	0	0.0152
ENSMUSG00000085902	Gm12200	0.0124	0	0	0
ENSMUSG00000085903	Gm15340	0	0	0	0
ENSMUSG00000085904	Gm16881	0	0	0	0
ENSMUSG00000085905	Gm14273	0	0	0	0
ENSMUSG00000085906	Gm16882	0.1061	0.0343	0.1939	0.1585
ENSMUSG00000085908	Gm14209	0.2208	0.152	0	0
ENSMUSG00000085909	Gm11846	0	0	0	0
ENSMUSG00000085910	Gm12395	0	0	0	0
ENSMUSG00000085911	Gm14061	0	0	0.0382	0
ENSMUSG00000085912	Gm16197	0.2804	0.3834	0.2219	0.0558
ENSMUSG00000085913	Gm15601	0.0202	0	0	0
ENSMUSG00000085914	Gm14320	0	0	0.048	0
ENSMUSG00000085915	Gm8091	0	0	0	0
ENSMUSG00000085916	Gm16724	0	0	0	0
ENSMUSG00000085918	Gm13032	0.071	0	0	0
ENSMUSG00000085919	Gm16019	0	0	0	0
ENSMUSG00000085920	Gm12951	0	0	0	0
ENSMUSG00000085921	Gm13752	0	0	0	0
ENSMUSG00000085922	Gm13643	0.0251	0	0	0
ENSMUSG00000085923	Gm12781	0	0	0	0
ENSMUSG00000085924	Gm8980	0	0	0	0
ENSMUSG00000085925	Rtl1	0	0.0567	0.1205	0.1036
ENSMUSG00000085926	Gm12299	0.0694	0	0.0144	0.0219
ENSMUSG00000085927	Gm15888	0.0542	0.0647	0	0
ENSMUSG00000085928	4933427I22Rik	0	0	0	0
ENSMUSG00000085929	Gm13421	0.7211	0.4013	0.6981	0.9534
ENSMUSG00000085930	2310001H17Rik	0	0	0	0
ENSMUSG00000085931	Gm12648	0	0	0	0
ENSMUSG00000085932	Gm15556	0	0	0	0
ENSMUSG00000085933	Tmem61	0	0	0	0
ENSMUSG00000085934	Gm8988	0	0	0	0
ENSMUSG00000085935	A830009L08Rik	0	0.044	0	0.0313
ENSMUSG00000085936	2610307P16Rik	0.7568	4.8671	27.8732	9.5632
